TimeRelative,TimeNanos,NumSatellites,Cn0DbHz,AccumulatedDeltaRangeMeters,CarrierFrequencyHz,lat,lon,altitude,nmea_time
210.0,4724908000000,14,32.778571428571425,-114661.9040078802,1461428607.142857,37.626536175,-122.425669835,41.95,18:00:06+00:00
211.0,4725908000000,14,31.721428571428568,-114769.69469569887,1461428607.142857,37.62653619333334,-122.42566978833334,41.95,18:00:07+00:00
212.0,4726908000000,14,33.292857142857144,-112403.11001313255,1461428607.142857,37.626536898333335,-122.42566230333334,41.94,18:00:08+00:00
213.0,4727908000000,13,34.176923076923075,-234651.64538941093,1483350034.6153846,37.626539883333336,-122.425632845,41.89,18:00:09+00:00
214.0,4728908000000,14,33.77142857142857,-217950.47978474433,1461428607.142857,37.626546115,-122.425576545,41.8,18:00:10+00:00
215.0,4729908000000,14,33.34285714285714,-98211.63962689415,1461428607.142857,37.626555718333336,-122.42550408833333,41.66,18:00:11+00:00
216.0,4730908000000,13,33.4,-53300.32880708657,1483350034.6153846,37.626565405,-122.42541954833334,41.42,18:00:12+00:00
217.0,4731908000000,14,32.00714285714286,-98326.5461316184,1461428607.142857,37.626573945,-122.42533131833333,41.23,18:00:13+00:00
218.0,4732908000000,14,33.607142857142854,-115513.39417817318,1461428607.142857,37.62658816166667,-122.42524300166667,40.96,18:00:14+00:00
219.0,4733908000000,14,32.5,-98439.25712878948,1461428607.142857,37.626606153333334,-122.425159715,40.7,18:00:15+00:00
220.0,4734908000000,14,32.49285714285714,-66975.73279896667,1461428607.142857,37.62662440333333,-122.42508863833334,40.41,18:00:16+00:00
221.0,4735908000000,14,32.75714285714286,-98550.59697818119,1461428607.142857,37.62664203833333,-122.42502857166667,40.24,18:00:17+00:00
222.0,4736908000000,14,33.58571428571428,-115928.09159779821,1461428607.142857,37.626654225,-122.42498384833333,40.09,18:00:18+00:00
223.0,4737908000000,14,33.27142857142857,-116031.86645182902,1461428607.142857,37.626659,-122.424961845,40.02,18:00:19+00:00
224.0,4738908000000,14,33.07142857142857,-116135.58408121641,1461428607.142857,37.62665939833333,-122.42495972166667,40.02,18:00:20+00:00
225.0,4739908000000,13,32.8,-80389.57795878251,1483350034.6153846,37.62665943,-122.42495979,40.03,18:00:21+00:00
226.0,4740908000000,14,31.62857142857143,-240105.66926639416,1461428607.142857,37.626659438333334,-122.42495985166667,40.03,18:00:22+00:00
227.0,4741908000000,13,33.784615384615385,-234782.93828368717,1483350034.6153846,37.626659438333334,-122.42495987166667,40.03,18:00:23+00:00
228.0,4742908000000,14,32.65,-73938.74934095415,1461428607.142857,37.62665944,-122.42495987166667,40.03,18:00:24+00:00
229.0,4743908000000,14,32.92142857142857,-98226.1990858131,1461428607.142857,37.62665967833333,-122.42495797,40.03,18:00:25+00:00
230.0,4744908000000,14,33.55,-116750.4234331817,1461428607.142857,37.626660191666666,-122.42495323333333,40.02,18:00:26+00:00
231.0,4745908000000,14,32.15714285714286,-74687.39157199323,1461428607.142857,37.626660195,-122.42494625166667,40.01,18:00:27+00:00
232.0,4746908000000,14,33.128571428571426,-92490.12696665994,1461428607.142857,37.62665844166666,-122.42493552666667,40.0,18:00:28+00:00
233.0,4747908000000,14,32.40714285714286,-114211.35687673737,1461428607.142857,37.62665400833333,-122.42492047833333,40.0,18:00:29+00:00
234.0,4748908000000,14,32.392857142857146,-117150.51229714668,1461428607.142857,37.62664194,-122.42489881833333,40.02,18:00:30+00:00
235.0,4749908000000,13,31.523076923076925,-80452.1964467551,1483350034.6153846,37.626615955,-122.424872285,40.03,18:00:31+00:00
236.0,4750908000000,13,30.23076923076923,-45882.74828476885,1483350034.6153846,37.626577255,-122.42484257166667,40.08,18:00:32+00:00
237.0,4751908000000,13,31.084615384615386,-236122.94767881703,1483350034.6153846,37.62652819833333,-122.42480446833333,40.15,18:00:33+00:00
238.0,4752908000000,12,32.275,-225801.70246366772,1475677535.0,37.62646845166667,-122.42475232666666,40.23,18:00:34+00:00
239.0,4753908000000,13,30.66923076923077,-84865.36553340455,1483350034.6153846,37.62640336333333,-122.42469569333333,40.32,18:00:35+00:00
240.0,4754908000000,13,32.02307692307692,-236299.01770905688,1483350034.6153846,37.62633947333333,-122.42464592166667,40.42,18:00:36+00:00
241.0,4755908000000,12,32.50833333333333,-61891.67734279253,1475677535.0,37.626287595,-122.42460883166666,40.49,18:00:37+00:00
242.0,4756908000000,13,31.83076923076923,-213080.67759766558,1483350034.6153846,37.626253461666664,-122.42458600666667,40.54,18:00:38+00:00
243.0,4757908000000,12,32.94166666666667,-92193.37984132436,1475677535.0,37.62623432666667,-122.42457360833333,40.58,18:00:39+00:00
244.0,4758908000000,13,31.16923076923077,-241191.9192598268,1483350034.6153846,37.62622483,-122.42456750833334,40.6,18:00:40+00:00
245.0,4759908000000,12,33.1,-92323.69321558818,1475677535.0,37.62622346333333,-122.42456664666666,40.61,18:00:41+00:00
246.0,4760908000000,12,32.958333333333336,-92387.46950343391,1475677535.0,37.62622346166667,-122.424566625,40.61,18:00:42+00:00
247.0,4761908000000,11,33.5,-100855.25383957964,1466610035.4545455,37.62622348666667,-122.424566565,40.61,18:00:43+00:00
248.0,4762908000000,13,30.73076923076923,-85397.66004390284,1483350034.6153846,37.62622350833333,-122.42456652,40.61,18:00:44+00:00
249.0,4763908000000,12,31.816666666666666,-92577.51526383431,1475677535.0,37.6262235,-122.42456646666666,40.61,18:00:45+00:00
250.0,4764908000000,13,31.353846153846156,-85514.35159232633,1483350034.6153846,37.62622349666667,-122.42456647333333,40.61,18:00:46+00:00
251.0,4765908000000,13,30.707692307692312,-85571.78267487514,1483350034.6153846,37.626223493333335,-122.42456648833334,40.61,18:00:47+00:00
252.0,4766908000000,13,31.638461538461538,-85630.07642275353,1483350034.6153846,37.626223493333335,-122.42456650166666,40.61,18:00:48+00:00
253.0,4767908000000,12,32.550000000000004,-92828.5325323027,1475677535.0,37.626223493333335,-122.42456651333333,40.61,18:00:49+00:00
254.0,4768908000000,12,32.44166666666667,-92890.6420758568,1475677535.0,37.62622349666667,-122.42456652166666,40.61,18:00:50+00:00
255.0,4769908000000,13,32.223076923076924,-85801.7759137855,1483350034.6153846,37.626223515,-122.42456650666666,40.61,18:00:51+00:00
256.0,4770908000000,12,32.574999999999996,-85230.04708715431,1475677535.0,37.62622355,-122.42456646166667,40.61,18:00:52+00:00
257.0,4771908000000,12,32.925000000000004,-93076.24816889281,1475677535.0,37.626222805,-122.42456589666666,40.62,18:00:53+00:00
258.0,4772908000000,13,31.16923076923077,-84000.33987221502,1483350034.6153846,37.62620557,-122.42455564833334,40.66,18:00:54+00:00
259.0,4773908000000,12,32.81666666666667,-87297.18725419574,1475677535.0,37.62616692333334,-122.42453380666667,40.68,18:00:55+00:00
260.0,4774908000000,13,31.746153846153845,-78533.63959236293,1483350034.6153846,37.62612188833333,-122.4245087,40.74,18:00:56+00:00
261.0,4775908000000,12,32.199999999999996,-91057.74695133034,1475677535.0,37.62607927333333,-122.42448262,40.82,18:00:57+00:00
262.0,4776908000000,12,32.00833333333333,-85003.92685831214,1475677535.0,37.626040513333336,-122.424455325,40.93,18:00:58+00:00
263.0,4777908000000,13,30.63076923076923,-78430.46936750392,1483350034.6153846,37.62599716333333,-122.42441411,41.08,18:00:59+00:00
264.0,4778908000000,11,31.981818181818184,-99401.6158478688,1466610035.4545455,37.62595828833334,-122.42434933833333,41.14,18:01:00+00:00
265.0,4779908000000,11,32.809090909090905,-92610.65276998287,1466610035.4545455,37.625938813333335,-122.424266725,40.96,18:01:01+00:00
266.0,4780908000000,13,30.615384615384617,-78328.7588600407,1483350034.6153846,37.625941098333335,-122.42416622666667,40.56,18:01:02+00:00
267.0,4781908000000,11,32.11818181818182,-99468.20983668348,1466610035.4545455,37.625966068333334,-122.42405147333334,39.77,18:01:03+00:00
268.0,4782908000000,12,30.875,-91198.09773163621,1475677535.0,37.62600964666667,-122.423925145,38.75,18:01:04+00:00
269.0,4783908000000,12,32.15833333333333,-91217.31396550202,1475677535.0,37.626056848333334,-122.42379769666667,37.76,18:01:05+00:00
270.0,4784908000000,12,32.39166666666667,-91235.90650327504,1475677535.0,37.626096948333334,-122.42368098833333,36.89,18:01:06+00:00
271.0,4785908000000,11,32.800000000000004,-99549.65645848426,1430340037.2727273,37.626130716666665,-122.42358153166667,36.15,18:01:07+00:00
272.0,4786908000000,10,34.410000000000004,-109526.80370335482,1455729036.0,37.62615759333333,-122.42350446,35.6,18:01:08+00:00
273.0,4787908000000,12,31.40833333333333,-91290.807126168,1475677535.0,37.62617543333333,-122.423454175,35.31,18:01:09+00:00
274.0,4788908000000,13,31.069230769230767,-84285.56720867314,1483350034.6153846,37.626182578333335,-122.42343405666666,35.22,18:01:10+00:00
275.0,4789908000000,13,32.23076923076923,-78344.3891597446,1483350034.6153846,37.62618292333333,-122.423433015,35.22,18:01:11+00:00
276.0,4790908000000,13,32.19230769230769,-78066.05007601721,1452660036.1538463,37.626182891666666,-122.42343310166666,35.22,18:01:12+00:00
277.0,4791908000000,12,32.93333333333333,-84575.03839965524,1475677535.0,37.626182883333335,-122.42343312166666,35.22,18:01:13+00:00
278.0,4792908000000,13,32.51538461538462,-48961.88193585471,1483350034.6153846,37.626182883333335,-122.42343312166666,35.22,18:01:14+00:00
279.0,4793908000000,12,33.25833333333333,-84580.38566348738,1475677535.0,37.626182883333335,-122.42343312166666,35.22,18:01:15+00:00
280.0,4794908000000,12,33.21666666666667,-52973.29913231107,1475677535.0,37.62618289,-122.42343311833334,35.22,18:01:16+00:00
281.0,4795908000000,12,32.59166666666667,-52939.86281008471,1475677535.0,37.62618289,-122.42343311666667,35.22,18:01:17+00:00
282.0,4796908000000,13,31.9,-78083.08863572033,1483350034.6153846,37.62618289,-122.42343311666667,35.22,18:01:18+00:00
283.0,4797908000000,12,32.80833333333333,-84594.14310436953,1475677535.0,37.62618289,-122.42343311666667,35.22,18:01:19+00:00
284.0,4798908000000,13,31.861538461538462,-78090.7404673959,1483350034.6153846,37.62618289,-122.42343311666667,35.22,18:01:20+00:00
285.0,4799908000000,13,34.184615384615384,-78094.59407719939,1483350034.6153846,37.62618289,-122.42343311666667,35.22,18:01:21+00:00
286.0,4800908000000,13,32.76923076923077,-84976.79992627227,1483350034.6153846,37.62618289,-122.42343311666667,35.22,18:01:22+00:00
287.0,4801908000000,14,31.892857142857142,-99696.46858469563,1461428607.142857,37.62618289,-122.42343311666667,35.22,18:01:23+00:00
288.0,4802908000000,14,31.214285714285715,-93357.11284988071,1461428607.142857,37.62618289,-122.42343311666667,35.22,18:01:24+00:00
289.0,4803908000000,14,34.25714285714286,-66079.67861185558,1461428607.142857,37.62618289,-122.42343311666667,35.22,18:01:25+00:00
290.0,4804908000000,14,32.82857142857143,-93553.50722282144,1461428607.142857,37.62618289,-122.42343311666667,35.22,18:01:26+00:00
291.0,4805908000000,14,32.25714285714286,-93652.86764459491,1461428607.142857,37.62618289,-122.42343311666667,35.22,18:01:27+00:00
292.0,4806908000000,14,32.49285714285714,-66285.15686324179,1461428607.142857,37.62618289,-122.42343311666667,35.22,18:01:28+00:00
293.0,4807908000000,14,32.85,-93852.51717256189,1461428607.142857,37.62618288833333,-122.42343311666667,35.22,18:01:29+00:00
294.0,4808908000000,14,30.978571428571428,-93951.52121499168,1461428607.142857,37.62618288833333,-122.42343311666667,35.22,18:01:30+00:00
295.0,4809908000000,14,30.92142857142857,-47267.386675036825,1461428607.142857,37.62618288666667,-122.42343311666667,35.22,18:01:31+00:00
296.0,4810908000000,14,30.057142857142857,-99845.09947176278,1461428607.142857,37.626182885,-122.42343311666667,35.22,18:01:32+00:00
297.0,4811908000000,14,30.107142857142858,-93453.17078804734,1461428607.142857,37.62618288666667,-122.42343311666667,35.22,18:01:33+00:00
298.0,4812908000000,13,29.73846153846154,-115257.08208118196,1452660036.1538463,37.626182885,-122.42343311666667,35.22,18:01:34+00:00
299.0,4813908000000,13,29.792307692307695,-107854.64776519047,1452660036.1538463,37.62618288666667,-122.42343311666667,35.22,18:01:35+00:00
300.0,4814908000000,14,29.107142857142858,-53730.963110692624,1461428607.142857,37.62618288666667,-122.42343311666667,35.22,18:01:36+00:00
301.0,4815908000000,14,29.849999999999998,-102600.11839587234,1461428607.142857,37.62618288666667,-122.423433115,35.22,18:01:37+00:00
302.0,4816908000000,14,29.014285714285712,-102696.89911209322,1461428607.142857,37.62618288833333,-122.423433115,35.22,18:01:38+00:00
303.0,4817908000000,13,28.338461538461537,-35382.67031941663,1452660036.1538463,37.626182891666666,-122.42343311333333,35.22,18:01:39+00:00
304.0,4818908000000,13,28.615384615384617,-111849.15599981655,1452660036.1538463,37.62618290166667,-122.42343312666667,35.22,18:01:40+00:00
305.0,4819908000000,14,29.792857142857144,-22990.976291952073,1461428607.142857,37.626182926666665,-122.42343316833333,35.22,18:01:41+00:00
306.0,4820908000000,13,29.4,-108612.66375092845,1452660036.1538463,37.626182955,-122.423433225,35.22,18:01:42+00:00
307.0,4821908000000,13,29.376923076923074,-107345.20766266227,1452660036.1538463,37.62618307666666,-122.42343321166666,35.21,18:01:43+00:00
308.0,4822908000000,12,32.18333333333333,-117898.36038000532,1442430036.6666667,37.62618313666667,-122.42343334666667,35.21,18:01:44+00:00
309.0,4823908000000,12,32.74166666666667,-133151.2409293848,1442430036.6666667,37.62618326,-122.42343343,35.22,18:01:45+00:00
310.0,4824908000000,12,32.75833333333333,-121929.00457875483,1442430036.6666667,37.62618587,-122.423422485,35.18,18:01:46+00:00
311.0,4825908000000,12,32.175,-120339.62922405121,1442430036.6666667,37.62618629333333,-122.4234031,35.09,18:01:47+00:00
312.0,4826908000000,13,31.50769230769231,-111165.44498615031,1452660036.1538463,37.62618428333333,-122.42338674,35.07,18:01:48+00:00
313.0,4827908000000,12,33.90833333333333,-95240.6932504661,1442430036.6666667,37.62617979833333,-122.42337120666667,35.11,18:01:49+00:00
314.0,4828908000000,12,32.958333333333336,-120653.31907267559,1442430036.6666667,37.626172225,-122.42335735,35.19,18:01:50+00:00
315.0,4829908000000,12,33.775,-95181.17221168183,1442430036.6666667,37.626157111666664,-122.423339845,35.32,18:01:51+00:00
316.0,4830908000000,12,34.03333333333333,-120608.2964883881,1442430036.6666667,37.62613317666667,-122.42332002333333,35.46,18:01:52+00:00
317.0,4831908000000,13,33.47692307692308,-87799.74098620721,1452660036.1538463,37.62610574333333,-122.423300155,35.63,18:01:53+00:00
318.0,4832908000000,13,33.40769230769231,-111414.39424500482,1452660036.1538463,37.62607739,-122.42328042166666,35.8,18:01:54+00:00
319.0,4833908000000,13,33.784615384615385,-87799.57628249635,1452660036.1538463,37.62604812666667,-122.423260575,35.96,18:01:55+00:00
320.0,4834908000000,13,33.94615384615385,-87797.67651821597,1452660036.1538463,37.62601855166667,-122.42324132666667,36.08,18:01:56+00:00
321.0,4835908000000,13,34.30769230769231,-111565.05374315425,1452660036.1538463,37.62599275,-122.4232235,36.2,18:01:57+00:00
322.0,4836908000000,13,34.43076923076923,-87795.8560955014,1452660036.1538463,37.62596742666667,-122.423204305,36.29,18:01:58+00:00
323.0,4837908000000,13,34.40769230769231,-111667.10473977595,1452660036.1538463,37.625932596666665,-122.423178675,36.34,18:01:59+00:00
324.0,4838908000000,13,33.0,-87794.61061732308,1452660036.1538463,37.625889065,-122.42315045166667,36.33,18:02:00+00:00
325.0,4839908000000,13,34.02307692307692,-111769.9995486425,1452660036.1538463,37.62583724,-122.42312398833333,36.25,18:02:01+00:00
326.0,4840908000000,13,34.06153846153846,-87795.40339674757,1452660036.1538463,37.62578055833333,-122.42310302166666,36.15,18:02:02+00:00
327.0,4841908000000,13,33.284615384615385,-111871.91994995673,1452660036.1538463,37.625719405,-122.42308621166667,36.07,18:02:03+00:00
328.0,4842908000000,13,33.92307692307692,-87793.43491485252,1452660036.1538463,37.62565309166666,-122.42307741833334,35.95,18:02:04+00:00
329.0,4843908000000,13,34.323076923076925,-111971.0336045612,1452660036.1538463,37.62558240166667,-122.42308056166667,35.84,18:02:05+00:00
330.0,4844908000000,13,34.36923076923077,-87787.21429903393,1452660036.1538463,37.62550907333333,-122.42309533666666,35.72,18:02:06+00:00
331.0,4845908000000,13,33.76923076923077,-112066.72594309265,1452660036.1538463,37.62543355333333,-122.42311227833333,35.58,18:02:07+00:00
332.0,4846908000000,13,33.646153846153844,-87781.9356288129,1452660036.1538463,37.625355598333336,-122.42312258166666,35.41,18:02:08+00:00
333.0,4847908000000,13,33.784615384615385,-112165.26351491992,1452660036.1538463,37.625276471666666,-122.423121595,35.23,18:02:09+00:00
334.0,4848908000000,13,33.9,-87777.01980912717,1452660036.1538463,37.625195895,-122.42310380166667,35.03,18:02:10+00:00
335.0,4849908000000,13,34.0,-87773.26651496376,1452660036.1538463,37.625114786666664,-122.42306857833333,34.89,18:02:11+00:00
336.0,4850908000000,13,33.36923076923077,-87769.66417583791,1452660036.1538463,37.62503210166667,-122.42302187333334,34.82,18:02:12+00:00
337.0,4851908000000,13,33.676923076923075,-112357.76955384879,1452660036.1538463,37.624944631666665,-122.42296901166667,34.93,18:02:13+00:00
338.0,4852908000000,13,33.76153846153846,-87765.34422896394,1452660036.1538463,37.62485126166667,-122.42291134833333,35.12,18:02:14+00:00
339.0,4853908000000,13,33.784615384615385,-112456.56237696148,1452660036.1538463,37.62475080833333,-122.42284979166666,35.32,18:02:15+00:00
340.0,4854908000000,13,33.54615384615385,-87760.45214964614,1452660036.1538463,37.62464844833333,-122.42278904,35.58,18:02:16+00:00
341.0,4855908000000,13,33.43846153846154,-112553.40030911815,1452660036.1538463,37.62454708166667,-122.422727265,35.88,18:02:17+00:00
342.0,4856908000000,13,33.184615384615384,-87755.34413237372,1452660036.1538463,37.624448895,-122.42266901666666,36.08,18:02:18+00:00
343.0,4857908000000,13,33.47692307692308,-112651.44474789912,1452660036.1538463,37.624358975,-122.42261683833334,36.22,18:02:19+00:00
344.0,4858908000000,13,32.63846153846154,-87750.68644939594,1452660036.1538463,37.624274666666665,-122.42256548,36.2,18:02:20+00:00
345.0,4859908000000,13,34.36923076923077,-112750.88673222989,1452660036.1538463,37.624197865,-122.42251817833333,35.97,18:02:21+00:00
346.0,4860908000000,13,33.47692307692308,-87747.15416348711,1452660036.1538463,37.62413380833333,-122.42247775166666,35.53,18:02:22+00:00
347.0,4861908000000,12,32.96666666666667,-95056.69089547072,1475677535.0,37.62408298166667,-122.42244753833333,34.99,18:02:23+00:00
348.0,4862908000000,12,30.40833333333333,-72928.05861170676,1475677535.0,37.62403954166667,-122.42242275,34.45,18:02:24+00:00
349.0,4863908000000,12,30.041666666666668,-101432.09781506802,1475677535.0,37.62399086,-122.42239640666666,33.8,18:02:25+00:00
350.0,4864908000000,11,31.90909090909091,-96059.2545532166,1466610035.4545455,37.623940248333334,-122.42237020333333,33.13,18:02:26+00:00
351.0,4865908000000,10,26.99,-224481.05845324352,1455729036.0,37.62389451666667,-122.422348665,32.52,18:02:27+00:00
352.0,4866908000000,5,23.86,4854.073957499148,1495626034.0,37.623853108333336,-122.42233302166666,32.02,18:02:28+00:00
353.0,4867908000000,5,20.7,4944.224622739873,1495626034.0,37.623808708333335,-122.42233224333333,31.67,18:02:29+00:00
354.0,4868908000000,5,19.119999999999997,0.0,1415832038.0,37.62376780666666,-122.42235646500001,31.5,18:02:30+00:00
355.0,4869908000000,6,21.383333333333336,-62275.789754605335,1442430036.6666667,37.62373435,-122.42240303666667,31.46,18:02:31+00:00
356.0,4870908000000,10,23.740000000000002,168165.84733620976,1455729036.0,37.623700916666664,-122.42247059,31.69,18:02:32+00:00
357.0,4871908000000,9,31.266666666666666,-90169.12567975216,1442430036.6666667,37.623662751666664,-122.42255367,32.01,18:02:33+00:00
358.0,4872908000000,11,30.94545454545454,-60520.69576633568,1466610035.4545455,37.623618193333336,-122.42264228833334,32.38,18:02:34+00:00
359.0,4873908000000,11,31.463636363636365,-98003.48627975663,1466610035.4545455,37.62357232666667,-122.42272633833333,32.94,18:02:35+00:00
360.0,4874908000000,12,30.416666666666668,-89771.83402081179,1475677535.0,37.6235385,-122.42279164333333,33.44,18:02:36+00:00
361.0,4875908000000,12,30.400000000000002,-89706.8463780812,1475677535.0,37.62351677666667,-122.42284381333333,33.85,18:02:37+00:00
362.0,4876908000000,11,30.872727272727275,-60081.93969940247,1466610035.4545455,37.62350241,-122.42288870666667,34.19,18:02:38+00:00
363.0,4877908000000,11,31.227272727272727,-59972.26983391848,1466610035.4545455,37.623497128333334,-122.42292677,34.5,18:02:39+00:00
364.0,4878908000000,12,28.925,-55124.102435039524,1475677535.0,37.62350118166667,-122.42296894333333,34.8,18:02:40+00:00
365.0,4879908000000,11,30.827272727272728,-59752.99816744545,1466610035.4545455,37.62352102166667,-122.42301484833334,35.08,18:02:41+00:00
366.0,4880908000000,11,30.94545454545454,-59644.20695004778,1466610035.4545455,37.62356033166667,-122.423056535,35.23,18:02:42+00:00
367.0,4881908000000,11,30.572727272727274,-59535.73212443956,1466610035.4545455,37.623616435,-122.42309611833333,35.4,18:02:43+00:00
368.0,4882908000000,10,32.11,-65370.000960901496,1455729036.0,37.62369022833333,-122.42314473,35.61,18:02:44+00:00
369.0,4883908000000,12,30.016666666666666,-54374.501642476964,1475677535.0,37.62377886666667,-122.42320299,35.83,18:02:45+00:00
370.0,4884908000000,11,31.263636363636362,-59206.98647560316,1466610035.4545455,37.62387812666667,-122.42326820833334,36.17,18:02:46+00:00
371.0,4885908000000,11,30.91818181818182,-59095.943967770254,1466610035.4545455,37.62398777833333,-122.42333695,36.4,18:02:47+00:00
372.0,4886908000000,10,32.47,-64884.05747099199,1455729036.0,37.624103098333336,-122.42340666833333,36.48,18:02:48+00:00
373.0,4887908000000,11,31.0,-58874.869243736706,1466610035.4545455,37.624220021666666,-122.42347878666666,36.52,18:02:49+00:00
374.0,4888908000000,12,29.75,-53867.10037864433,1475677535.0,37.624338415,-122.42355439666666,36.58,18:02:50+00:00
375.0,4889908000000,12,30.15833333333333,-53764.83722659942,1475677535.0,37.62445812333333,-122.42363129833333,36.65,18:02:51+00:00
376.0,4890908000000,12,30.108333333333334,-53662.93734111031,1475677535.0,37.62457782,-122.423706235,36.79,18:02:52+00:00
377.0,4891908000000,12,30.133333333333336,-53562.38436021502,1475677535.0,37.62468646833333,-122.423772345,36.86,18:02:53+00:00
378.0,4892908000000,11,30.50909090909091,-58886.08307365176,1466610035.4545455,37.62478386833333,-122.42382549333334,37.07,18:02:54+00:00
379.0,4893908000000,12,30.125,-53896.76494866723,1475677535.0,37.62487874833333,-122.42386345333334,37.27,18:02:55+00:00
380.0,4894908000000,12,29.866666666666664,-53259.0386031428,1475677535.0,37.624970745,-122.42389209,37.57,18:02:56+00:00
381.0,4895908000000,12,29.733333333333334,-53732.16950266391,1475677535.0,37.62506196,-122.42391577166667,38.1,18:02:57+00:00
382.0,4896908000000,12,29.95,-53058.1390911368,1475677535.0,37.62516071666667,-122.42394204666667,38.94,18:02:58+00:00
383.0,4897908000000,11,30.145454545454548,-58440.32137886284,1466610035.4545455,37.625263743333335,-122.423972735,40.0,18:02:59+00:00
384.0,4898908000000,10,31.630000000000003,-64187.65955379665,1455729036.0,37.62536589166667,-122.42400747333333,41.01,18:03:00+00:00
385.0,4899908000000,10,32.15,-64091.3295778617,1455729036.0,37.62546228666667,-122.42404556,41.75,18:03:01+00:00
386.0,4900908000000,10,32.019999999999996,-63994.42423769522,1455729036.0,37.625544061666666,-122.42408318833333,42.17,18:03:02+00:00
387.0,4901908000000,10,30.76,-63071.24669737661,1455729036.0,37.625602586666666,-122.42411406833334,42.32,18:03:03+00:00
388.0,4902908000000,11,30.518181818181816,-57228.74584288252,1466610035.4545455,37.62565214666667,-122.42414267833334,42.28,18:03:04+00:00
389.0,4903908000000,11,30.5,-57119.50443980545,1466610035.4545455,37.62569163333333,-122.42416679,42.09,18:03:05+00:00
390.0,4904908000000,11,31.072727272727274,-57009.547075964954,1466610035.4545455,37.625719155,-122.42418418666666,41.91,18:03:06+00:00
391.0,4905908000000,11,30.681818181818183,-56899.327631437125,1466610035.4545455,37.62574087,-122.42419823,41.74,18:03:07+00:00
392.0,4906908000000,11,30.53636363636364,-56789.89587652684,1466610035.4545455,37.625757578333335,-122.42420905833333,41.59,18:03:08+00:00
393.0,4907908000000,10,32.03,-62348.73905292543,1455729036.0,37.625766911666666,-122.42421511833334,41.5,18:03:09+00:00
394.0,4908908000000,12,30.125,-51856.84538942381,1475677535.0,37.62577077833333,-122.42421757833333,41.47,18:03:10+00:00
395.0,4909908000000,12,29.849999999999998,-51756.21143306911,1475677535.0,37.625770905,-122.42421761666667,41.47,18:03:11+00:00
396.0,4910908000000,10,32.38,-61986.013478265784,1455729036.0,37.62577094,-122.424217625,41.47,18:03:12+00:00
397.0,4911908000000,11,32.07272727272727,-56241.627141881756,1466610035.4545455,37.625770943333336,-122.42421762666666,41.47,18:03:13+00:00
398.0,4912908000000,11,32.845454545454544,-95254.05898030152,1466610035.4545455,37.625770943333336,-122.42421762333333,41.47,18:03:14+00:00
399.0,4913908000000,11,32.1,-95184.46150749338,1466610035.4545455,37.625770943333336,-122.42421761166666,41.47,18:03:15+00:00
400.0,4914908000000,11,32.41818181818182,-92675.84031057796,1466610035.4545455,37.625770943333336,-122.42421761,41.47,18:03:16+00:00
401.0,4915908000000,11,34.71818181818182,-290313.9785878219,1466610035.4545455,37.625770943333336,-122.42421761166666,41.47,18:03:17+00:00
402.0,4916908000000,11,33.07272727272727,-94978.64195525117,1466610035.4545455,37.625770943333336,-122.42421761166666,41.47,18:03:18+00:00
403.0,4917908000000,11,32.96363636363637,-25462.891239208348,1466610035.4545455,37.625770943333336,-122.42421761166666,41.47,18:03:19+00:00
404.0,4918908000000,11,33.11818181818182,-22698.849252892192,1466610035.4545455,37.625770943333336,-122.42421761166666,41.47,18:03:20+00:00
405.0,4919908000000,11,32.981818181818184,-22638.74530801468,1466610035.4545455,37.625770943333336,-122.42421761166666,41.47,18:03:21+00:00
406.0,4920908000000,11,34.28181818181818,-95854.75889882246,1466610035.4545455,37.625770943333336,-122.42421761166666,41.47,18:03:22+00:00
407.0,4921908000000,11,32.6,-290401.61503526574,1466610035.4545455,37.625770943333336,-122.42421761166666,41.47,18:03:23+00:00
408.0,4922908000000,11,33.75454545454546,-95761.06213244102,1466610035.4545455,37.625770943333336,-122.42421761166666,41.47,18:03:24+00:00
409.0,4923908000000,12,30.508333333333336,-102257.62683695166,1475677535.0,37.625770943333336,-122.42421761166666,41.47,18:03:25+00:00
410.0,4924908000000,13,31.76153846153846,-81004.29625080523,1483350034.6153846,37.625770943333336,-122.42421761166666,41.47,18:03:26+00:00
411.0,4925908000000,14,30.95,-75303.0191351047,1461428607.142857,37.625770943333336,-122.42421761166666,41.47,18:03:27+00:00
412.0,4926908000000,14,31.192857142857143,-90333.2246553502,1461428607.142857,37.625770943333336,-122.42421761166666,41.47,18:03:28+00:00
413.0,4927908000000,14,29.17142857142857,-20283.434667757603,1461428607.142857,37.625770943333336,-122.42421761166666,41.47,18:03:29+00:00
414.0,4928908000000,14,29.957142857142856,-17577.03375445012,1461428607.142857,37.625770943333336,-122.42421761166666,41.47,18:03:30+00:00
415.0,4929908000000,14,31.228571428571428,-18009.252970950613,1461428607.142857,37.625770943333336,-122.42421761166666,41.47,18:03:31+00:00
416.0,4930908000000,14,29.835714285714285,-30341.319165626857,1461428607.142857,37.625770943333336,-122.42421761166666,41.47,18:03:32+00:00
417.0,4931908000000,14,30.821428571428573,-74907.12773903666,1461428607.142857,37.625770943333336,-122.42421761166666,41.47,18:03:33+00:00
418.0,4932908000000,14,31.414285714285715,-75636.04563533819,1461428607.142857,37.625770943333336,-122.42421761166666,41.47,18:03:34+00:00
